Internship_ID,Domain,Student_ID,University,Year_of_Study,Program,Application_Date,Status,Participation,Clicks_on_Internship
765,Embedded Systems,S0914,NTU,4th Year,M.Tech,2027-07-04,Pending,Yes,49
170,UI/UX Design,S0915,NTU,4th Year,B.Tech,2027-07-05,Accepted,Yes,9
899,Data Science,S0916,Berkeley,2nd Year,M.Sc,2027-07-06,Rejected,No,21
767,Blockchain,S0917,Cambridge,2nd Year,MBA,2027-07-07,Rejected,No,28
141,Data Science,S0918,NUS,4th Year,M.Sc,2027-07-08,Rejected,No,24
872,Web Development,S0919,NUS,2nd Year,B.Tech,2027-07-09,Rejected,Yes,43
131,Web Development,S0920,NTU,2nd Year,M.Sc,2027-07-10,Rejected,No,10
353,IoT,S0921,Stanford,4th Year,B.Tech,2027-07-11,Accepted,No,38
304,UI/UX Design,S0922,IIT Bombay,3rd Year,M.Tech,2027-07-12,Rejected,Yes,48
959,Cybersecurity,S0923,Berkeley,4th Year,M.Sc,2027-07-13,Accepted,No,3
120,AI/ML,S0924,IIT Delhi,2nd Year,M.Sc,2027-07-14,Pending,Yes,48
736,Cloud Computing,S0925,Cambridge,3rd Year,M.Sc,2027-07-15,Accepted,No,25
256,Blockchain,S0926,IIT Bombay,2nd Year,B.Tech,2027-07-16,Pending,Yes,41
344,Cybersecurity,S0927,Harvard,2nd Year,M.Sc,2027-07-17,Pending,No,4
229,IoT,S0928,NUS,1st Year,M.Sc,2027-07-18,Accepted,No,13
584,Cloud Computing,S0929,NTU,1st Year,M.Tech,2027-07-19,Accepted,Yes,12
785,UI/UX Design,S0930,MIT,1st Year,B.Sc,2027-07-20,Rejected,No,1
217,Cloud Computing,S0931,MIT,2nd Year,M.Sc,2027-07-21,Accepted,Yes,10
677,AR/VR,S0932,Harvard,4th Year,B.Tech,2027-07-22,Rejected,Yes,41
323,AR/VR,S0933,NUS,4th Year,B.Tech,2027-07-23,Pending,No,3
576,AI/ML,S0934,IIT Delhi,2nd Year,M.Sc,2027-07-24,Accepted,No,16
816,Cloud Computing,S0935,IIT Delhi,1st Year,M.Tech,2027-07-25,Pending,Yes,11
362,UI/UX Design,S0936,Harvard,2nd Year,B.Tech,2027-07-26,Rejected,No,26
885,Cybersecurity,S0937,Stanford,4th Year,MBA,2027-07-27,Accepted,Yes,21
477,AI/ML,S0938,IIT Delhi,4th Year,M.Tech,2027-07-28,Rejected,No,1
271,Data Science,S0939,Cambridge,4th Year,M.Tech,2027-07-29,Pending,No,37
720,IoT,S0940,Berkeley,2nd Year,M.Sc,2027-07-30,Accepted,No,31
721,Cloud Computing,S0941,Cambridge,4th Year,B.Sc,2027-07-31,Pending,No,31
865,Web Development,S0942,Oxford,4th Year,B.Tech,2027-08-01,Pending,Yes,23
835,Blockchain,S0943,MIT,4th Year,M.Sc,2027-08-02,Pending,Yes,13
217,Embedded Systems,S0944,NUS,4th Year,M.Sc,2027-08-03,Pending,Yes,41
896,Cloud Computing,S0945,Berkeley,3rd Year,MBA,2027-08-04,Accepted,Yes,37
938,Data Science,S0946,NUS,2nd Year,B.Sc,2027-08-05,Accepted,Yes,26
267,Cloud Computing,S0947,IIT Bombay,2nd Year,M.Sc,2027-08-06,Pending,Yes,29
418,UI/UX Design,S0948,IIT Bombay,4th Year,B.Tech,2027-08-07,Pending,Yes,14
210,AR/VR,S0949,Berkeley,1st Year,B.Sc,2027-08-08,Pending,Yes,30
692,Cybersecurity,S0950,Stanford,4th Year,B.Tech,2027-08-09,Accepted,Yes,40
126,Cybersecurity,S0951,IIT Delhi,2nd Year,MBA,2027-08-10,Accepted,No,17
419,Web Development,S0952,IIT Delhi,3rd Year,B.Sc,2027-08-11,Accepted,No,35
689,IoT,S0953,NTU,4th Year,M.Tech,2027-08-12,Accepted,Yes,29
793,Web Development,S0954,IIT Delhi,3rd Year,B.Sc,2027-08-13,Rejected,Yes,8
484,IoT,S0955,Stanford,1st Year,B.Tech,2027-08-14,Accepted,Yes,48
506,AR/VR,S0956,IIT Delhi,1st Year,M.Sc,2027-08-15,Rejected,No,18
832,UI/UX Design,S0957,IIT Delhi,4th Year,MBA,2027-08-16,Accepted,No,42
303,Blockchain,S0958,Cambridge,3rd Year,B.Sc,2027-08-17,Accepted,Yes,50
177,Embedded Systems,S0959,Stanford,1st Year,MBA,2027-08-18,Rejected,No,33
706,IoT,S0960,IIT Delhi,4th Year,B.Tech,2027-08-19,Accepted,Yes,22
807,Embedded Systems,S0961,MIT,1st Year,B.Tech,2027-08-20,Pending,Yes,22
950,Cybersecurity,S0962,Stanford,2nd Year,B.Tech,2027-08-21,Accepted,No,12
742,Cybersecurity,S0963,IIT Bombay,3rd Year,M.Sc,2027-08-22,Accepted,Yes,17
348,AR/VR,S0964,IIT Bombay,4th Year,M.Tech,2027-08-23,Accepted,Yes,22
204,Data Science,S0965,MIT,1st Year,MBA,2027-08-24,Rejected,No,32
813,Embedded Systems,S0966,NUS,1st Year,M.Tech,2027-08-25,Rejected,Yes,50
891,IoT,S0967,NUS,2nd Year,M.Tech,2027-08-26,Pending,Yes,36
408,Embedded Systems,S0968,MIT,4th Year,MBA,2027-08-27,Rejected,Yes,30
970,UI/UX Design,S0969,Stanford,1st Year,B.Tech,2027-08-28,Pending,Yes,43
800,Data Science,S0970,NTU,3rd Year,M.Tech,2027-08-29,Pending,No,7
714,AR/VR,S0971,NTU,1st Year,MBA,2027-08-30,Accepted,No,43
924,Data Science,S0972,Oxford,3rd Year,B.Sc,2027-08-31,Accepted,No,22
223,AI/ML,S0973,NUS,1st Year,M.Tech,2027-09-01,Rejected,Yes,49
915,Embedded Systems,S0974,NUS,4th Year,B.Tech,2027-09-02,Rejected,No,34
679,Embedded Systems,S0975,Berkeley,4th Year,M.Sc,2027-09-03,Rejected,No,17
901,Cybersecurity,S0976,IIT Delhi,4th Year,MBA,2027-09-04,Accepted,Yes,5
142,AR/VR,S0977,Cambridge,3rd Year,M.Tech,2027-09-05,Pending,Yes,24
455,Embedded Systems,S0978,Cambridge,4th Year,B.Tech,2027-09-06,Rejected,No,28
645,Web Development,S0979,MIT,3rd Year,B.Tech,2027-09-07,Pending,No,42
538,Web Development,S0980,Berkeley,3rd Year,MBA,2027-09-08,Accepted,No,2
777,UI/UX Design,S0981,IIT Delhi,3rd Year,B.Sc,2027-09-09,Rejected,No,35
479,Embedded Systems,S0982,Cambridge,2nd Year,B.Tech,2027-09-10,Accepted,No,9
170,IoT,S0983,NUS,1st Year,MBA,2027-09-11,Rejected,No,7
618,Data Science,S0984,NTU,3rd Year,M.Tech,2027-09-12,Rejected,No,15
763,Cybersecurity,S0985,NTU,3rd Year,B.Sc,2027-09-13,Rejected,Yes,30
449,AR/VR,S0986,IIT Delhi,1st Year,MBA,2027-09-14,Rejected,Yes,8
112,IoT,S0987,Cambridge,4th Year,MBA,2027-09-15,Pending,No,8
969,Data Science,S0988,IIT Delhi,2nd Year,B.Sc,2027-09-16,Rejected,Yes,36
530,Embedded Systems,S0989,Stanford,1st Year,B.Tech,2027-09-17,Accepted,No,46
942,IoT,S0990,Stanford,3rd Year,B.Tech,2027-09-18,Rejected,Yes,19
601,AI/ML,S0991,Berkeley,1st Year,M.Tech,2027-09-19,Accepted,Yes,9
208,IoT,S0992,MIT,3rd Year,M.Tech,2027-09-20,Accepted,Yes,23
543,Web Development,S0993,Cambridge,4th Year,M.Sc,2027-09-21,Accepted,Yes,20
470,Embedded Systems,S0994,Cambridge,1st Year,M.Sc,2027-09-22,Accepted,No,29
750,Blockchain,S0995,Oxford,2nd Year,M.Tech,2027-09-23,Accepted,No,28
948,IoT,S0996,NUS,1st Year,B.Sc,2027-09-24,Pending,Yes,36
570,AR/VR,S0997,NUS,3rd Year,M.Sc,2027-09-25,Pending,No,6
824,AI/ML,S0998,Cambridge,3rd Year,M.Sc,2027-09-26,Rejected,Yes,33
256,Embedded Systems,S0999,Stanford,2nd Year,B.Sc,2027-09-27,Accepted,Yes,12
545,IoT,S1000,MIT,3rd Year,B.Tech,2027-09-28,Rejected,No,26
280,Cloud Computing,S1001,Harvard,3rd Year,MBA,2027-09-29,Rejected,Yes,33
851,AI/ML,S1002,IIT Delhi,3rd Year,B.Tech,2027-09-30,Rejected,Yes,13
634,Blockchain,S1003,Harvard,1st Year,MBA,2027-10-01,Pending,Yes,10
766,Cloud Computing,S1004,IIT Bombay,1st Year,B.Sc,2027-10-02,Accepted,No,44
376,AI/ML,S1005,Stanford,2nd Year,M.Sc,2027-10-03,Rejected,Yes,15
730,Cybersecurity,S1006,Oxford,2nd Year,B.Sc,2027-10-04,Accepted,Yes,50
927,AR/VR,S1007,NTU,4th Year,B.Tech,2027-10-05,Rejected,No,2
651,Data Science,S1008,Berkeley,3rd Year,B.Sc,2027-10-06,Rejected,No,13
893,AI/ML,S1009,Berkeley,2nd Year,B.Tech,2027-10-07,Rejected,No,47
595,Blockchain,S1010,Stanford,3rd Year,B.Sc,2027-10-08,Rejected,No,48
576,UI/UX Design,S1011,IIT Bombay,2nd Year,M.Tech,2027-10-09,Rejected,Yes,23
546,Data Science,S1012,Berkeley,4th Year,B.Tech,2027-10-10,Accepted,No,34
945,Embedded Systems,S1013,IIT Delhi,2nd Year,MBA,2027-10-11,Accepted,Yes,39
848,AI/ML,S1014,Berkeley,1st Year,M.Sc,2027-10-12,Pending,No,50
706,Data Science,S1015,Cambridge,3rd Year,M.Sc,2027-10-13,Accepted,Yes,10
374,IoT,S1016,Stanford,1st Year,B.Tech,2027-10-14,Pending,No,37
430,AI/ML,S1017,IIT Bombay,2nd Year,M.Tech,2027-10-15,Pending,Yes,34
972,Cloud Computing,S1018,MIT,2nd Year,M.Sc,2027-10-16,Accepted,No,34
351,Blockchain,S1019,NTU,4th Year,M.Tech,2027-10-17,Rejected,No,4
950,Web Development,S1020,Stanford,4th Year,MBA,2027-10-18,Rejected,Yes,35
188,Web Development,S1021,IIT Delhi,4th Year,M.Sc,2027-10-19,Pending,Yes,24
385,Blockchain,S1022,IIT Delhi,2nd Year,B.Sc,2027-10-20,Rejected,No,35
561,UI/UX Design,S1023,NTU,4th Year,B.Sc,2027-10-21,Pending,No,15
349,Blockchain,S1024,NUS,2nd Year,B.Tech,2027-10-22,Pending,No,45
868,IoT,S1025,Harvard,2nd Year,M.Sc,2027-10-23,Pending,Yes,34
575,Blockchain,S1026,IIT Delhi,3rd Year,M.Tech,2027-10-24,Pending,No,11
683,Blockchain,S1027,MIT,1st Year,M.Tech,2027-10-25,Rejected,Yes,24
724,Data Science,S1028,NUS,3rd Year,MBA,2027-10-26,Accepted,No,11
784,Embedded Systems,S1029,MIT,1st Year,M.Sc,2027-10-27,Pending,No,7
488,Web Development,S1030,NUS,1st Year,M.Tech,2027-10-28,Rejected,Yes,44
444,UI/UX Design,S1031,IIT Bombay,2nd Year,M.Tech,2027-10-29,Accepted,No,11
129,Data Science,S1032,NTU,4th Year,M.Sc,2027-10-30,Pending,No,41
606,Web Development,S1033,IIT Delhi,4th Year,B.Sc,2027-10-31,Rejected,Yes,41
971,Embedded Systems,S1034,NUS,4th Year,M.Sc,2027-11-01,Accepted,Yes,40
432,Blockchain,S1035,Harvard,3rd Year,B.Sc,2027-11-02,Accepted,Yes,15
286,Embedded Systems,S1036,NTU,4th Year,B.Tech,2027-11-03,Accepted,No,49
599,Web Development,S1037,Harvard,2nd Year,B.Tech,2027-11-04,Pending,Yes,46
317,Cybersecurity,S1038,Harvard,4th Year,B.Sc,2027-11-05,Pending,No,10
463,AI/ML,S1039,Stanford,4th Year,M.Sc,2027-11-06,Pending,No,35
916,AI/ML,S1040,IIT Bombay,4th Year,MBA,2027-11-07,Accepted,No,40
364,Cloud Computing,S1041,NTU,3rd Year,M.Tech,2027-11-08,Accepted,No,28
448,IoT,S1042,NTU,2nd Year,B.Tech,2027-11-09,Pending,Yes,13
386,Embedded Systems,S1043,Cambridge,4th Year,B.Tech,2027-11-10,Pending,Yes,18
710,Blockchain,S1044,NUS,1st Year,B.Sc,2027-11-11,Accepted,No,4
818,Embedded Systems,S1045,IIT Bombay,3rd Year,MBA,2027-11-12,Accepted,No,26
382,Blockchain,S1046,IIT Bombay,4th Year,M.Sc,2027-11-13,Pending,Yes,19
669,Cybersecurity,S1047,NTU,4th Year,MBA,2027-11-14,Rejected,No,25
110,Cybersecurity,S1048,Berkeley,3rd Year,B.Sc,2027-11-15,Accepted,Yes,34
629,IoT,S1049,Oxford,1st Year,MBA,2027-11-16,Accepted,Yes,27
295,UI/UX Design,S1050,IIT Bombay,1st Year,M.Tech,2027-11-17,Pending,No,31
187,Web Development,S1051,Cambridge,3rd Year,M.Sc,2027-11-18,Pending,Yes,30
347,Cloud Computing,S1052,Oxford,4th Year,M.Sc,2027-11-19,Rejected,Yes,21
837,Cybersecurity,S1053,IIT Delhi,3rd Year,MBA,2027-11-20,Rejected,Yes,9
516,Data Science,S1054,Harvard,3rd Year,B.Tech,2027-11-21,Pending,No,47
600,AI/ML,S1055,Harvard,3rd Year,M.Tech,2027-11-22,Rejected,No,20
668,Blockchain,S1056,IIT Bombay,3rd Year,M.Sc,2027-11-23,Accepted,No,1
876,AR/VR,S1057,NTU,1st Year,M.Sc,2027-11-24,Pending,Yes,5
346,AI/ML,S1058,NUS,3rd Year,B.Tech,2027-11-25,Pending,Yes,17
807,Cybersecurity,S1059,Oxford,4th Year,MBA,2027-11-26,Accepted,Yes,46
587,Cybersecurity,S1060,NUS,4th Year,B.Tech,2027-11-27,Accepted,No,36
761,Data Science,S1061,Cambridge,2nd Year,B.Sc,2027-11-28,Accepted,Yes,43
828,Data Science,S1062,NUS,2nd Year,B.Tech,2027-11-29,Accepted,Yes,20
602,AR/VR,S1063,Berkeley,3rd Year,M.Tech,2027-11-30,Rejected,Yes,14
558,AI/ML,S1064,Berkeley,2nd Year,M.Sc,2027-12-01,Pending,Yes,47
911,IoT,S1065,Berkeley,3rd Year,MBA,2027-12-02,Pending,No,40
117,AR/VR,S1066,NTU,1st Year,B.Sc,2027-12-03,Rejected,No,39
195,AI/ML,S1067,Oxford,1st Year,M.Tech,2027-12-04,Pending,No,5
401,Cybersecurity,S1068,Cambridge,1st Year,M.Sc,2027-12-05,Rejected,Yes,4
326,AI/ML,S1069,Harvard,1st Year,M.Sc,2027-12-06,Rejected,No,49
514,Blockchain,S1070,Harvard,4th Year,MBA,2027-12-07,Rejected,Yes,27
808,IoT,S1071,NUS,1st Year,MBA,2027-12-08,Pending,No,9
349,Cybersecurity,S1072,NUS,1st Year,MBA,2027-12-09,Pending,Yes,10
413,Embedded Systems,S1073,Cambridge,4th Year,B.Sc,2027-12-10,Accepted,No,31
779,Cybersecurity,S1074,Stanford,3rd Year,MBA,2027-12-11,Rejected,No,11
695,AI/ML,S1075,Cambridge,2nd Year,M.Tech,2027-12-12,Accepted,Yes,49
477,Web Development,S1076,NUS,3rd Year,MBA,2027-12-13,Rejected,Yes,16
584,Embedded Systems,S1077,IIT Delhi,3rd Year,MBA,2027-12-14,Rejected,Yes,26
666,Cloud Computing,S1078,NTU,2nd Year,M.Tech,2027-12-15,Pending,No,11
643,Cybersecurity,S1079,NTU,1st Year,B.Sc,2027-12-16,Pending,No,42
452,AR/VR,S1080,IIT Bombay,1st Year,M.Sc,2027-12-17,Accepted,No,27
535,UI/UX Design,S1081,NUS,1st Year,MBA,2027-12-18,Accepted,No,26
863,AR/VR,S1082,Oxford,1st Year,B.Tech,2027-12-19,Pending,No,38
663,AR/VR,S1083,IIT Bombay,2nd Year,M.Tech,2027-12-20,Rejected,No,13
438,UI/UX Design,S1084,MIT,1st Year,B.Tech,2027-12-21,Pending,No,16
460,Cybersecurity,S1085,NUS,1st Year,M.Sc,2027-12-22,Accepted,Yes,23
819,Cloud Computing,S1086,Stanford,1st Year,B.Sc,2027-12-23,Rejected,Yes,5
564,Web Development,S1087,MIT,2nd Year,B.Tech,2027-12-24,Accepted,Yes,15
377,Embedded Systems,S1088,IIT Bombay,4th Year,B.Tech,2027-12-25,Pending,Yes,18
413,Cybersecurity,S1089,Harvard,2nd Year,M.Tech,2027-12-26,Accepted,Yes,9
357,Blockchain,S1090,MIT,1st Year,B.Sc,2027-12-27,Pending,No,26
336,Cloud Computing,S1091,MIT,2nd Year,M.Sc,2027-12-28,Accepted,No,8
223,Cloud Computing,S1092,Berkeley,3rd Year,B.Sc,2027-12-29,Pending,No,47
838,AI/ML,S1093,Oxford,3rd Year,B.Sc,2027-12-30,Rejected,No,48
297,Embedded Systems,S1094,Harvard,4th Year,M.Sc,2027-12-31,Rejected,No,38
423,AR/VR,S1095,Oxford,1st Year,B.Tech,2028-01-01,Pending,Yes,44
222,Web Development,S1096,Oxford,4th Year,B.Tech,2028-01-02,Pending,No,10
860,Blockchain,S1097,Harvard,3rd Year,M.Sc,2028-01-03,Pending,Yes,14
648,Embedded Systems,S1098,MIT,4th Year,B.Tech,2028-01-04,Accepted,Yes,29
880,IoT,S1099,Oxford,3rd Year,B.Sc,2028-01-05,Accepted,No,10
806,AI/ML,S1100,Berkeley,3rd Year,B.Tech,2028-01-06,Rejected,No,44
289,UI/UX Design,S1101,NUS,2nd Year,MBA,2028-01-07,Pending,No,18
296,Blockchain,S1102,MIT,1st Year,B.Sc,2028-01-08,Rejected,Yes,49
321,Embedded Systems,S1103,Cambridge,3rd Year,M.Sc,2028-01-09,Pending,No,21
856,UI/UX Design,S1104,IIT Delhi,1st Year,MBA,2028-01-10,Rejected,No,1
595,Blockchain,S1105,Stanford,4th Year,B.Sc,2028-01-11,Rejected,No,41
383,Blockchain,S1106,NTU,4th Year,M.Tech,2028-01-12,Pending,No,8
841,Web Development,S1107,NUS,3rd Year,B.Tech,2028-01-13,Rejected,No,34
703,Cloud Computing,S1108,Berkeley,1st Year,B.Tech,2028-01-14,Accepted,Yes,20
878,Blockchain,S1109,NUS,3rd Year,B.Sc,2028-01-15,Accepted,Yes,34
637,Web Development,S1110,IIT Bombay,3rd Year,MBA,2028-01-16,Accepted,Yes,7
711,Embedded Systems,S1111,Berkeley,2nd Year,M.Tech,2028-01-17,Accepted,Yes,50
389,IoT,S1112,NUS,4th Year,B.Sc,2028-01-18,Pending,No,41
202,Cybersecurity,S1113,Oxford,1st Year,B.Tech,2028-01-19,Accepted,No,39
952,Cybersecurity,S1114,MIT,4th Year,M.Tech,2028-01-20,Pending,No,31
298,Cloud Computing,S1115,IIT Bombay,2nd Year,B.Tech,2028-01-21,Pending,Yes,15
403,Web Development,S1116,IIT Bombay,4th Year,MBA,2028-01-22,Accepted,No,43
332,IoT,S1117,IIT Bombay,2nd Year,MBA,2028-01-23,Pending,No,29
469,AI/ML,S1118,Cambridge,4th Year,M.Tech,2028-01-24,Rejected,Yes,20
283,Embedded Systems,S1119,NUS,1st Year,B.Tech,2028-01-25,Pending,Yes,8
409,Blockchain,S1120,MIT,2nd Year,M.Sc,2028-01-26,Pending,No,35
114,Blockchain,S1121,MIT,4th Year,MBA,2028-01-27,Pending,No,48
825,Embedded Systems,S1122,Oxford,2nd Year,M.Tech,2028-01-28,Pending,No,40
646,Embedded Systems,S1123,Berkeley,1st Year,M.Tech,2028-01-29,Rejected,No,30
229,Web Development,S1124,NTU,4th Year,B.Sc,2028-01-30,Rejected,Yes,10
380,Blockchain,S1125,IIT Delhi,3rd Year,MBA,2028-01-31,Accepted,Yes,5
146,Cybersecurity,S1126,Berkeley,1st Year,B.Tech,2028-02-01,Rejected,No,49
155,Cloud Computing,S1127,Cambridge,1st Year,MBA,2028-02-02,Pending,No,47
666,Cybersecurity,S1128,NTU,1st Year,B.Sc,2028-02-03,Rejected,Yes,22
399,UI/UX Design,S1129,NUS,1st Year,M.Sc,2028-02-04,Pending,Yes,18
814,Data Science,S1130,NTU,3rd Year,M.Tech,2028-02-05,Accepted,No,3
229,IoT,S1131,Berkeley,4th Year,B.Tech,2028-02-06,Accepted,Yes,25
753,UI/UX Design,S1132,Berkeley,1st Year,M.Tech,2028-02-07,Accepted,Yes,17
989,Data Science,S1133,Oxford,4th Year,B.Sc,2028-02-08,Accepted,Yes,8
870,Embedded Systems,S1134,IIT Delhi,2nd Year,B.Tech,2028-02-09,Pending,Yes,41
602,Cybersecurity,S1135,Harvard,1st Year,MBA,2028-02-10,Accepted,Yes,30
205,AI/ML,S1136,Stanford,1st Year,M.Sc,2028-02-11,Rejected,Yes,28
993,Cloud Computing,S1137,Harvard,4th Year,M.Sc,2028-02-12,Accepted,Yes,38
112,Blockchain,S1138,Harvard,3rd Year,B.Sc,2028-02-13,Pending,Yes,11
687,AR/VR,S1139,NUS,2nd Year,M.Tech,2028-02-14,Accepted,No,46
391,AR/VR,S1140,Stanford,3rd Year,M.Sc,2028-02-15,Rejected,Yes,45
580,AI/ML,S1141,IIT Bombay,4th Year,M.Tech,2028-02-16,Accepted,No,32
590,Data Science,S1142,MIT,1st Year,M.Sc,2028-02-17,Rejected,Yes,49
551,Cybersecurity,S1143,IIT Bombay,4th Year,M.Sc,2028-02-18,Accepted,No,19
448,AR/VR,S1144,Oxford,4th Year,M.Sc,2028-02-19,Pending,No,15
288,Embedded Systems,S1145,NUS,4th Year,M.Tech,2028-02-20,Accepted,No,34
152,Cybersecurity,S1146,Oxford,4th Year,B.Tech,2028-02-21,Accepted,Yes,7
358,IoT,S1147,Harvard,1st Year,M.Sc,2028-02-22,Pending,No,6
982,Cybersecurity,S1148,Harvard,2nd Year,M.Tech,2028-02-23,Accepted,No,47
589,UI/UX Design,S1149,NTU,1st Year,B.Tech,2028-02-24,Accepted,Yes,39
216,Cloud Computing,S1150,Oxford,4th Year,M.Tech,2028-02-25,Pending,Yes,39
941,AI/ML,S1151,MIT,4th Year,MBA,2028-02-26,Rejected,No,24
166,Cybersecurity,S1152,Cambridge,1st Year,M.Sc,2028-02-27,Pending,No,16
510,Cybersecurity,S1153,IIT Delhi,3rd Year,M.Tech,2028-02-28,Pending,No,43
603,Data Science,S1154,Harvard,3rd Year,M.Sc,2028-02-29,Rejected,No,32
175,IoT,S1155,MIT,3rd Year,MBA,2028-03-01,Rejected,Yes,45
690,Cybersecurity,S1156,Harvard,4th Year,M.Tech,2028-03-02,Accepted,Yes,28
744,AR/VR,S1157,Cambridge,1st Year,B.Tech,2028-03-03,Pending,No,27
802,Cybersecurity,S1158,NTU,1st Year,M.Sc,2028-03-04,Pending,Yes,4
154,Blockchain,S1159,MIT,3rd Year,M.Sc,2028-03-05,Rejected,No,41
255,Cybersecurity,S1160,NTU,3rd Year,MBA,2028-03-06,Pending,Yes,7
252,Embedded Systems,S1161,Oxford,1st Year,M.Sc,2028-03-07,Accepted,Yes,50
930,UI/UX Design,S1162,IIT Delhi,4th Year,B.Sc,2028-03-08,Rejected,Yes,18
676,Cloud Computing,S1163,NTU,3rd Year,B.Tech,2028-03-09,Pending,No,47
411,Blockchain,S1164,NUS,2nd Year,B.Sc,2028-03-10,Rejected,Yes,47
187,IoT,S1165,Cambridge,2nd Year,B.Tech,2028-03-11,Rejected,No,18
354,Embedded Systems,S1166,Stanford,1st Year,MBA,2028-03-12,Accepted,No,17
221,UI/UX Design,S1167,Cambridge,4th Year,B.Sc,2028-03-13,Pending,No,41
671,Cloud Computing,S1168,NUS,2nd Year,B.Sc,2028-03-14,Accepted,Yes,33
882,Cloud Computing,S1169,Berkeley,3rd Year,MBA,2028-03-15,Rejected,No,22
526,UI/UX Design,S1170,Harvard,4th Year,B.Tech,2028-03-16,Accepted,Yes,27
720,Embedded Systems,S1171,NUS,1st Year,M.Sc,2028-03-17,Pending,No,43
710,IoT,S1172,Stanford,3rd Year,B.Sc,2028-03-18,Rejected,Yes,17
909,IoT,S1173,NUS,4th Year,B.Sc,2028-03-19,Accepted,No,23
733,Data Science,S1174,Harvard,1st Year,MBA,2028-03-20,Rejected,Yes,6
331,IoT,S1175,IIT Bombay,4th Year,M.Sc,2028-03-21,Accepted,Yes,1
894,UI/UX Design,S1176,NUS,2nd Year,B.Tech,2028-03-22,Pending,Yes,7
635,Cybersecurity,S1177,NUS,2nd Year,M.Tech,2028-03-23,Pending,Yes,46
489,UI/UX Design,S1178,IIT Bombay,1st Year,B.Tech,2028-03-24,Pending,Yes,32
561,UI/UX Design,S1179,Stanford,2nd Year,MBA,2028-03-25,Accepted,No,16
553,Blockchain,S1180,Cambridge,1st Year,B.Sc,2028-03-26,Pending,Yes,38
404,AI/ML,S1181,Berkeley,2nd Year,M.Sc,2028-03-27,Pending,Yes,32
980,AR/VR,S1182,Berkeley,4th Year,B.Sc,2028-03-28,Pending,No,15
702,Cybersecurity,S1183,Cambridge,4th Year,MBA,2028-03-29,Rejected,No,38
539,Web Development,S1184,Cambridge,1st Year,B.Tech,2028-03-30,Pending,Yes,28
412,AI/ML,S1185,Cambridge,3rd Year,B.Sc,2028-03-31,Rejected,No,43
682,Cloud Computing,S1186,Oxford,4th Year,M.Tech,2028-04-01,Pending,Yes,18
735,Embedded Systems,S1187,Berkeley,4th Year,MBA,2028-04-02,Pending,No,7
161,AR/VR,S1188,NTU,1st Year,B.Tech,2028-04-03,Pending,No,50
724,AR/VR,S1189,NUS,1st Year,M.Sc,2028-04-04,Pending,Yes,46
857,Blockchain,S1190,IIT Delhi,3rd Year,B.Tech,2028-04-05,Accepted,Yes,32
201,Cloud Computing,S1191,NUS,1st Year,M.Tech,2028-04-06,Rejected,Yes,36
881,Web Development,S1192,MIT,3rd Year,B.Sc,2028-04-07,Accepted,Yes,39
312,Cybersecurity,S1193,Stanford,1st Year,B.Tech,2028-04-08,Rejected,Yes,37
740,UI/UX Design,S1194,Cambridge,4th Year,M.Tech,2028-04-09,Rejected,No,25
316,Cybersecurity,S1195,IIT Delhi,1st Year,M.Tech,2028-04-10,Accepted,Yes,39
370,Blockchain,S1196,Berkeley,2nd Year,M.Tech,2028-04-11,Pending,No,34
776,AR/VR,S1197,NTU,4th Year,MBA,2028-04-12,Pending,Yes,43
183,Cybersecurity,S1198,NTU,2nd Year,MBA,2028-04-13,Rejected,Yes,25
260,IoT,S1199,Berkeley,2nd Year,B.Tech,2028-04-14,Accepted,Yes,3
345,Embedded Systems,S1200,MIT,1st Year,B.Tech,2028-04-15,Rejected,No,39
277,UI/UX Design,S1201,Cambridge,1st Year,B.Tech,2028-04-16,Accepted,No,7
665,Cloud Computing,S1202,IIT Bombay,2nd Year,B.Sc,2028-04-17,Pending,No,38
176,IoT,S1203,Stanford,4th Year,B.Sc,2028-04-18,Pending,Yes,42
260,IoT,S1204,IIT Bombay,1st Year,B.Tech,2028-04-19,Rejected,No,7
102,IoT,S1205,Oxford,4th Year,M.Sc,2028-04-20,Rejected,No,37
518,Web Development,S1206,NUS,1st Year,MBA,2028-04-21,Accepted,Yes,7
561,UI/UX Design,S1207,Oxford,2nd Year,MBA,2028-04-22,Rejected,No,8
805,Web Development,S1208,MIT,2nd Year,M.Tech,2028-04-23,Accepted,Yes,49
708,Web Development,S1209,NUS,1st Year,B.Tech,2028-04-24,Rejected,No,16
581,Embedded Systems,S1210,Cambridge,2nd Year,B.Sc,2028-04-25,Accepted,No,24
398,IoT,S1211,NUS,1st Year,M.Tech,2028-04-26,Rejected,No,38
133,Web Development,S1212,NUS,3rd Year,MBA,2028-04-27,Accepted,No,44
337,Embedded Systems,S1213,IIT Delhi,1st Year,B.Tech,2028-04-28,Accepted,No,46
395,AI/ML,S1214,IIT Delhi,4th Year,MBA,2028-04-29,Accepted,No,39
823,Embedded Systems,S1215,MIT,2nd Year,M.Sc,2028-04-30,Pending,No,27
389,AI/ML,S1216,Oxford,1st Year,M.Tech,2028-05-01,Rejected,Yes,26
819,Data Science,S1217,Berkeley,1st Year,B.Tech,2028-05-02,Pending,Yes,46
980,AI/ML,S1218,Cambridge,1st Year,M.Sc,2028-05-03,Accepted,Yes,48
